data;horario;n_da_ocorrencia;tipo_de_ocorrencia;km;trecho;sentido;tipo_de_acidente;automovel;bicicleta;caminhao;moto;onibus;outros;tracao_animal;transporte_de_cargas_especiais;trator_maquinas;utilitarios;ilesos;levemente_feridos;moderadamente_feridos;gravemente_feridos;mortos
01/10/2020;08:28:47;72;ac02 - Acidente com vítima;685,2;BR-365/MG;Leste;Tombamento;;;1;;;;;;;;0;;1;;
01/10/2020;15:50:04;183;ac02 - Acidente com vítima;682;BR-365/MG;Leste;Tombamento;;;1;;;;;;;;0;;;1;
02/10/2020;08:51:19;102;ac03 - Acidente com vítima ilesa;682;BR-365/MG;Oeste;Colisão Traseira;1;;;;;;;;;1;4;;;;
02/10/2020;15:50:15;247;ac03 - Acidente com vítima ilesa;704,6;BR-365/MG;Leste;Colisão Traseira;1;;1;;;;;;;;4;;;;
02/10/2020;17:44:47;288;ac03 - Acidente com vítima ilesa;647,7;BR-365/MG;Leste;Choque - Cancela de Pedagio;;;1;;;;;;;;1;;;;
03/10/2020;06:04:12;50;ac03 - Acidente com vítima ilesa;633;BR-365/MG;Leste;Colisão lateral no mesmo sentido;;;1;;;;;;;1;3;;;;
03/10/2020;12:21:39;129;ac02 - Acidente com vítima;737;BR-365/MG;Oeste;Colisão Traseira;1;;;1;;;;;;;1;2;;;
03/10/2020;17:13:24;216;ac02 - Acidente com vítima;711;BR-365/MG;Oeste;Choque - Sinalização;1;;;;;;;;;;0;1;;;
03/10/2020;17:33:33;219;ac02 - Acidente com vítima;65;BR-364/GO;Leste;Capotamento;1;;;;;;;;;;0;2;;;
04/10/2020;07:35:36;42;ac02 - Acidente com vítima;756;BR-365/MG;Leste;Choque - Meio fio;;;;1;;;;;;;0;1;;;
04/10/2020;17:43:26;196;ac02 - Acidente com vítima;767;BR-365/MG;Oeste;Queda de Ciclista;;2;;;;;;;;;0;1;;;
05/10/2020;15:44:49;191;ac03 - Acidente com vítima ilesa;718;BR-365/MG;Oeste;Colisão Traseira;;;2;;;;;;;;2;;;;
06/10/2020;12:39:33;168;ac03 - Acidente com vítima ilesa;646;BR-365/MG;Oeste;Colisão Traseira;2;;;;;;;;;;5;;;;
07/10/2020;08:46:44;100;ac03 - Acidente com vítima ilesa;63;BR-364/GO;Leste;Colisão Traseira;2;;;;;;;;;;5;;;;
07/10/2020;13:27:13;180;ac03 - Acidente com vítima ilesa;645,6;BR-365/MG;Oeste;Colisão Traseira;;;2;;;;;;;;2;;;;
08/10/2020;00:37:46;4;ac02 - Acidente com vítima;662;BR-365/MG;Leste;Tombamento;;;1;;;;;;;;0;1;;;
08/10/2020;10:42:03;110;ac02 - Acidente com vítima;653;BR-365/MG;Oeste;Tombamento;;;;;;;;;1;;0;1;;;
08/10/2020;17:16:57;223;ac02 - Acidente com vítima;779;BR-365/MG;Leste;Choque - Arvore;1;;;;;;;;;;0;1;;;
08/10/2020;17:47:44;231;ac02 - Acidente com vítima;694;BR-365/MG;Oeste;Capotamento;1;;;;;;;;;;0;1;;;
08/10/2020;19:51:52;260;ac03 - Acidente com vítima ilesa;706;BR-365/MG;Leste;Colisão Traseira;;;2;;;;;;;;1;;;;
10/10/2020;14:57:47;205;ac02 - Acidente com vítima;633;BR-365/MG;Oeste;Choque - Defensa metálica;1;;;;;;;;;;0;;1;;
11/10/2020;02:49:30;15;ac03 - Acidente com vítima ilesa;758;BR-365/MG;Leste;Capotamento;1;;;;;;;;;;5;;;;
11/10/2020;19:50:03;191;ac03 - Acidente com vítima ilesa;59,25;BR-364/GO;Leste;Choque - Meio fio;;;1;;;;;;;;1;;;;
12/10/2020;09:59:07;96;ac03 - Acidente com vítima ilesa;695;BR-365/MG;Leste;Capotamento;1;;;;;;;;;;1;;;;
12/10/2020;15:43:21;183;ac03 - Acidente com vítima ilesa;731;BR-365/MG;Leste;Engavetamento;3;;;;;;;;;;7;;;;
12/10/2020;19:07:46;246;ac03 - Acidente com vítima ilesa;21,3;BR-364/GO;Oeste;Colisão lateral no mesmo sentido;2;;;;;;;;;;7;;;;
12/10/2020;20:30:49;267;ac02 - Acidente com vítima;706;BR-365/MG;Oeste;Colisão Transversal;1;;1;;;;;;;;2;;4;;
13/10/2020;14:04:18;160;ac02 - Acidente com vítima;173;BR-364/GO;Leste;Tombamento;;;1;;;;;;;;0;1;;;
13/10/2020;19:04:39;241;ac03 - Acidente com vítima ilesa;791,5;BR-365/MG;Oeste;Atropelamento de Animal;;;1;;;;;;;;1;;;;
15/10/2020;12:52:34;169;ac02 - Acidente com vítima;774;BR-365/MG;Oeste;Capotamento;1;;;;;1;;;;;0;2;;;
16/10/2020;17:36:13;225;ac02 - Acidente com vítima;636;BR-365/MG;Leste;Atropelamento de Animal;;;;1;;;;;;;0;1;;;
16/10/2020;19:26:27;253;ac02 - Acidente com vítima;125,5;BR-364/GO;Leste;Capotamento;1;;;;;;;;;;0;1;;;
17/10/2020;05:09:17;33;ac01 - Acidente com vitima fatal;687;BR-365/MG;Leste;Atropelamento - Pedestre;;;1;;;;;;;;0;;;;1
17/10/2020;08:26:32;69;ac03 - Acidente com vítima ilesa;657;BR-365/MG;Leste;Choque - Sinalização;1;;;;;;;;;;3;;;;
17/10/2020;13:13:51;135;ac03 - Acidente com vítima ilesa;697;BR-365/MG;Oeste;Capotamento;1;;;;;;;;;;1;;;;
17/10/2020;18:58:55;205;ac01 - Acidente com vitima fatal;40,5;BR-364/GO;Leste;Capotamento;1;;;;;;;;;;0;;;;1
17/10/2020;23:50:06;258;ac02 - Acidente com vítima;671;BR-365/MG;Leste;Choque - Objeto sobre a pista;1;;;;;;;;;;0;1;;;
18/10/2020;04:06:36;23;ac03 - Acidente com vítima ilesa;843;BR-365/MG;Oeste;Saida de Pista;1;;;;;;;;;;1;;;;
18/10/2020;04:33:32;27;ac02 - Acidente com vítima;16;BR-364/GO;Leste;Colisão Traseira;2;;;;;;;;;;4;;1;;
18/10/2020;21:04:22;225;ac02 - Acidente com vítima;93,12;BR-364/GO;Oeste;Colisão Traseira;1;;1;;;;;;;;2;1;;;
19/10/2020;06:54:04;41;ac03 - Acidente com vítima ilesa;706;BR-365/MG;Oeste;Tombamento;;;1;;;;;;;;1;;;;
20/10/2020;13:25:04;124;ac02 - Acidente com vítima;643;BR-365/MG;Oeste;Capotamento;1;;;;;;;;;;1;1;;;
20/10/2020;23:02:52;213;ac02 - Acidente com vítima;705;BR-365/MG;Leste;Colisão Traseira;;;2;;;;;;;;1;1;;;
22/10/2020;18:41:02;244;ac02 - Acidente com vítima;16,2;BR-364/GO;Leste;Capotamento;;;1;;;;;;;;0;1;;;
23/10/2020;00:04:06;1;ac02 - Acidente com vítima;675,2;BR-365/MG;Oeste;Capotamento;;;2;;;;;;;;2;2;;;
23/10/2020;11:38:26;140;ac02 - Acidente com vítima;756;BR-365/MG;Leste;Colisão Traseira;;;;1;;;;;;1;1;1;;;
24/10/2020;04:49:09;28;ac02 - Acidente com vítima;706;BR-365/MG;Oeste;Colisão lateral no mesmo sentido;;;;;;1;;;;2;6;1;;;
24/10/2020;05:01:29;31;ac03 - Acidente com vítima ilesa;706;BR-365/MG;Leste;Choque - Sinalização;1;;;;;;;;;;2;;;;
24/10/2020;15:02:40;147;ac02 - Acidente com vítima;759;BR-365/MG;Oeste;Colisão Transversal;1;;;;;;;;;1;1;3;;;
24/10/2020;21:28:44;219;ac03 - Acidente com vítima ilesa;727;BR-365/MG;Oeste;Choque - Barranco;1;;;;;;;;;;3;;;;
25/10/2020;15:13:20;108;ac03 - Acidente com vítima ilesa;673;BR-365/MG;Oeste;Choque - Elemento de Drenagem;1;;;;;;;;;;0;;;;
25/10/2020;22:47:52;179;ac02 - Acidente com vítima;789;BR-365/MG;Leste;Choque - Outros;;;;;;;;;;1;0;1;;;
27/10/2020;21:24:03;276;ac02 - Acidente com vítima;14,2;BR-364/GO;Leste;Tombamento;;;1;;;;;;;;0;1;;;
28/10/2020;12:11:55;143;ac03 - Acidente com vítima ilesa;704;BR-365/MG;Leste;Colisão Traseira;1;;1;;;;;;;;6;;;;
29/10/2020;07:30:40;45;ac03 - Acidente com vítima ilesa;667,6;BR-365/MG;Oeste;Colisão lateral no mesmo sentido;;;4;;;;;;;;4;;;;
29/10/2020;16:25:57;198;ac02 - Acidente com vítima;181;BR-364/GO;Leste;Capotamento;;;;;;;;;;1;0;;1;;
31/10/2020;12:34:35;139;ac02 - Acidente com vítima;844,3;BR-365/MG;Leste;Queda de Moto;;;;1;;;;;;;0;2;;;
31/10/2020;22:21:01;280;ac01 - Acidente com vitima fatal;637;BR-365/MG;Leste;Colisão Traseira;;;1;;;;;;;1;1;5;1;2;1
04/11/2020;16:49:28;214;ac03 - Acidente com vítima ilesa;627;BR-365/MG;Oeste;Choque - Objeto sobre a pista;1;;;;;;;;;;1;;;;
04/11/2020;18:13:47;234;ac02 - Acidente com vítima;764;BR-365/MG;Leste;Colisão Traseira;;;1;1;;;;;;;1;2;;;
06/11/2020;20:55:04;277;ac03 - Acidente com vítima ilesa;706,7;BR-365/MG;Leste;Saida de Pista;;;;;;;;;;1;1;;;;
06/11/2020;23:36:05;301;ac03 - Acidente com vítima ilesa;148,75;BR-364/GO;Leste;Choque - Sinalização;;;1;;;;;;;;1;;;;
09/11/2020;04:05:18;20;ac02 - Acidente com vítima;58;BR-364/GO;Leste;Tombamento;;;;;;;;;;1;0;1;;;
09/11/2020;08:57:05;72;ac02 - Acidente com vítima;657,9;BR-365/MG;Leste;Capotamento;1;;;;;;;;;;0;4;;;
09/11/2020;20:09:29;262;ac02 - Acidente com vítima;652,3;BR-365/MG;Oeste;Colisão Traseira;1;;1;;;;;;;;1;;1;;
09/11/2020;20:58:58;269;ac03 - Acidente com vítima ilesa;797,12;BR-365/MG;Oeste;Choque - Outros;1;;;;;;;;;1;1;;;;
12/11/2020;16:46:56;225;ac03 - Acidente com vítima ilesa;710;BR-365/MG;Oeste;Colisão Traseira;2;;;;;;;;;;4;;;;
13/11/2020;19:50:45;244;ac02 - Acidente com vítima;754;BR-365/MG;Oeste;Colisão Transversal;;1;;1;;;;;;;0;1;1;;
14/11/2020;03:48:59;27;ac02 - Acidente com vítima;796;BR-365/MG;Oeste;Colisão lateral no sentido contrário;1;;1;;;;;;;;1;1;;;
14/11/2020;14:22:25;141;ac03 - Acidente com vítima ilesa;645,6;BR-365/MG;Oeste;Colisão lateral no mesmo sentido;1;;1;;;;;;;;2;;;;
14/11/2020;19:21:08;203;ac02 - Acidente com vítima;704,35;BR-365/MG;Oeste;Colisão Traseira;1;;1;;;;;;;;6;;1;;
15/11/2020;12:30:32;112;ac03 - Acidente com vítima ilesa;656;BR-365/MG;Oeste;Colisão lateral no mesmo sentido;1;;;;;1;;;;;3;;;;
15/11/2020;23:37:56;252;ac02 - Acidente com vítima;754,5;BR-365/MG;Oeste;Colisão Traseira;1;;;1;;;;;;;4;1;;;
16/11/2020;08:39:38;78;ac02 - Acidente com vítima;749;BR-365/MG;Oeste;Colisão lateral no mesmo sentido;;;;1;;;;;;1;1;1;;;
16/11/2020;16:36:51;227;ac03 - Acidente com vítima ilesa;93,12;BR-364/GO;Leste;Colisão Traseira;;;1;;;;;;;1;3;;;;
16/11/2020;16:37:31;228;ac03 - Acidente com vítima ilesa;628,7;BR-365/MG;Oeste;Atropelamento de Animal;1;;;;;;;;;;3;;;;
16/11/2020;19:55:17;282;ac03 - Acidente com vítima ilesa;697;BR-365/MG;Leste;Colisão Traseira;;;2;;;;;;;;3;;;;
17/11/2020;19:05:12;238;ac02 - Acidente com vítima;660,4;BR-365/MG;Oeste;Atropelamento de Animal;;;;;;;;;;1;1;1;;;
17/11/2020;19:26:46;242;ac03 - Acidente com vítima ilesa;660,8;BR-365/MG;Oeste;Atropelamento de Animal;;;1;;;;;;;;1;;;;
17/11/2020;20:58:25;261;ac02 - Acidente com vítima;706;BR-365/MG;Oeste;Choque - Meio fio;1;;;;;;;;;;4;1;;;
18/11/2020;23:28:52;257;ac03 - Acidente com vítima ilesa;647;BR-365/MG;Leste;Choque - Elemento de Drenagem;1;;;;;;;;;;2;;;;
19/11/2020;07:40:17;52;ac03 - Acidente com vítima ilesa;704,35;BR-365/MG;Oeste;Choque - Sinalização;;;1;;;;;;;;4;;;;
20/11/2020;10:49:25;135;ac03 - Acidente com vítima ilesa;171;BR-364/GO;Oeste;Choque - Sinalização;;;1;;;2;;;;;1;;;;
20/11/2020;19:37:39;289;ac02 - Acidente com vítima;815,9;BR-365/MG;Leste;Capotamento;1;;;;;;;;;;0;1;;;
21/11/2020;04:07:52;21;ac03 - Acidente com vítima ilesa;645;BR-365/MG;Oeste;Atropelamento de Animal;;;;;;;;;;1;3;;;;
22/11/2020;15:27:03;148;ac02 - Acidente com vítima;167,4;BR-364/GO;Oeste;Colisão lateral no mesmo sentido;1;;;;;;;;;1;6;1;;;
22/11/2020;17:06:55;173;ac02 - Acidente com vítima;733;BR-365/MG;Leste;Objeto lançado contra veículo;1;;;;;;;;;;1;1;;;
22/11/2020;19:52:33;211;ac03 - Acidente com vítima ilesa;751,86;BR-365/MG;Leste;Colisão Traseira;1;;;;;;;;;1;8;;;;
22/11/2020;20:43:41;220;ac02 - Acidente com vítima;772,8;BR-365/MG;Oeste;Colisão Frontal;1;;1;;;;;;;;1;1;;;
22/11/2020;23:57:07;251;ac03 - Acidente com vítima ilesa;21,5;BR-364/GO;Oeste;Choque - Talude;1;;;;;;;;;;3;;;;
23/11/2020;12:48:27;128;ac03 - Acidente com vítima ilesa;679;BR-365/MG;Leste;Choque - Meio fio;;;;;;;;;;1;2;;;;
23/11/2020;16:45:02;178;ac03 - Acidente com vítima ilesa;705,5;BR-365/MG;Leste;Colisão Traseira;2;;;;;;;;;;2;;;;
24/11/2020;02:51:54;19;ac03 - Acidente com vítima ilesa;661;BR-365/MG;Leste;Choque - Meio fio;1;;;;;;;;;;1;;;;
25/11/2020;00:09:33;3;ac02 - Acidente com vítima;49;BR-364/GO;Leste;Queda de Moto;;;;1;;;;;;;0;2;;;
25/11/2020;15:14:47;181;ac02 - Acidente com vítima;111;BR-364/GO;Oeste;Colisão lateral no sentido contrário;;;1;;;1;;;;;1;;1;;
26/11/2020;02:18:48;13;ac02 - Acidente com vítima;89;BR-364/GO;Leste;Colisão Transversal;;;2;;;;;;;;3;1;;;
26/11/2020;12:56:48;144;ac02 - Acidente com vítima;669,2;BR-365/MG;Leste;Capotamento;1;;;;;;;;;;1;2;1;;
26/11/2020;16:28:56;206;ac03 - Acidente com vítima ilesa;706;BR-365/MG;Oeste;Tombamento;;;1;;;;;;;;1;;;;
26/11/2020;22:24:36;284;ac01 - Acidente com vitima fatal;765,98;BR-365/MG;Leste;Colisão Frontal;;;;;;;;;;2;0;;1;;1
27/11/2020;14:01:53;154;ac03 - Acidente com vítima ilesa;732,78;BR-365/MG;Leste;Colisão lateral no sentido contrário;1;;1;;;2;;;;;4;;;;
27/11/2020;16:59:49;198;ac03 - Acidente com vítima ilesa;709;BR-365/MG;Leste;Engavetamento;;;2;;;1;;;;1;5;;;;
28/11/2020;05:30:44;32;ac03 - Acidente com vítima ilesa;154,75;BR-364/GO;Oeste;Atropelamento de Animal;;;1;;;;;;;;1;;;;
28/11/2020;15:50:08;196;ac02 - Acidente com vítima;821;BR-365/MG;Leste;Colisão lateral no sentido contrário;1;;1;;;;;;;;2;1;;;
29/11/2020;18:17:38;177;ac03 - Acidente com vítima ilesa;704,35;BR-365/MG;Leste;Colisão Traseira;2;;;;;;;;;;3;;;;
01/12/2020;05:27:09;31;ac03 - Acidente com vítima ilesa;109,35;BR-364/GO;Leste;Atropelamento de Animal;1;;;;;;;;;;3;;;;
01/12/2020;21:34:30;299;ac02 - Acidente com vítima;722;BR-365/MG;Oeste;Colisão Frontal;2;;;;;;;;;;1;1;;;
03/12/2020;20:39:25;242;ac03 - Acidente com vítima ilesa;796,5;BR-365/MG;Leste;Atropelamento de Animal;1;;;;;;;;;;1;;;;
04/12/2020;16:35:43;255;ac03 - Acidente com vítima ilesa;706;BR-365/MG;Leste;Colisão Traseira;1;;;;;;;;;1;6;;;;
04/12/2020;17:30:51;277;ac02 - Acidente com vítima;739;BR-365/MG;Leste;Capotamento;1;;;;;;;;;;0;2;;;
04/12/2020;19:11:29;304;ac03 - Acidente com vítima ilesa;775,1;BR-365/MG;Oeste;Choque - Objeto sobre a pista;1;;;;;;;;;;1;;;;
04/12/2020;20:43:21;327;ac03 - Acidente com vítima ilesa;706;BR-365/MG;Oeste;Choque - Elemento de Drenagem;1;;;;;;;;;;5;;;;
05/12/2020;19:24:38;244;ac02 - Acidente com vítima;641;BR-365/MG;Leste;Colisão Traseira;2;;;;;;;;;;1;1;;;
05/12/2020;21:37:38;275;ac02 - Acidente com vítima;630;BR-365/MG;Leste;Objeto lançado contra veículo;;;1;;;1;;;;;1;1;;;
06/12/2020;14:15:13;129;ac03 - Acidente com vítima ilesa;628;BR-365/MG;Oeste;Choque - Elemento de Drenagem;1;;;;;;;;;;1;;;;
06/12/2020;18:06:14;202;ac02 - Acidente com vítima;801;BR-365/MG;Leste;Capotamento;;;1;;;;;;;1;1;2;;;
06/12/2020;18:12:02;203;ac02 - Acidente com vítima;782,5;BR-365/MG;Leste;Capotamento;;;1;;;1;;;;;0;1;;;
06/12/2020;20:00:01;224;ac01 - Acidente com vitima fatal;22;BR-364/GO;Leste;Colisão Traseira;2;;;;;;;;;;4;2;;1;1
06/12/2020;22:07:12;254;ac03 - Acidente com vítima ilesa;696;BR-365/MG;Oeste;Capotamento;1;;;;;;;;;;2;;;;
06/12/2020;22:14:35;256;ac03 - Acidente com vítima ilesa;664;BR-365/MG;Oeste;Choque - Elemento de Drenagem;1;;;;;;;;;;2;;;;
07/12/2020;11:48:51;118;ac03 - Acidente com vítima ilesa;670;BR-365/MG;Oeste;Colisão lateral no mesmo sentido;1;;;;;1;;;;;2;;;;
07/12/2020;15:08:04;183;ac03 - Acidente com vítima ilesa;739,3;BR-365/MG;Leste;Choque - Defensa metálica;;;1;;;;;;;;1;;;;
08/12/2020;09:04:24;65;ac02 - Acidente com vítima;693;BR-365/MG;Oeste;Queda de Moto;;;;1;;;;;;;0;1;;;
08/12/2020;17:35:45;219;ac02 - Acidente com vítima;756;BR-365/MG;Oeste;Colisão Frontal;2;;;;;;;;;1;10;1;;;
09/12/2020;16:34:50;221;ac03 - Acidente com vítima ilesa;174,5;BR-364/GO;Oeste;Choque - Defensa metálica;1;;;;;;;;;;2;;;;
11/12/2020;10:18:53;93;ac02 - Acidente com vítima;813;BR-365/MG;Oeste;Colisão Traseira;1;;;;;;;;;1;3;2;;;
11/12/2020;18:04:01;223;ac03 - Acidente com vítima ilesa;749;BR-365/MG;Oeste;Choque - Veiculo parado na pista;1;;;;;;;;;1;4;;;;
11/12/2020;21:42:32;264;ac02 - Acidente com vítima;684;BR-365/MG;Leste;Colisão Traseira;;;1;;;1;;;;;0;1;;;
12/12/2020;18:04:23;221;ac02 - Acidente com vítima;779,5;BR-365/MG;Oeste;Choque - Sinalização;;;;;;;;;;1;0;2;;;
12/12/2020;20:36:50;243;ac02 - Acidente com vítima;638;BR-365/MG;Oeste;Colisão Traseira;2;;;;;;;;;;2;1;;;
13/12/2020;12:39:29;112;ac02 - Acidente com vítima;748,5;BR-365/MG;Oeste;Colisão lateral no sentido contrário;1;;;1;;;;;;;2;1;;1;
13/12/2020;20:18:45;222;ac02 - Acidente com vítima;757;BR-365/MG;Leste;Choque - Meio fio;1;;;;;;;;;;2;1;;;
14/12/2020;01:58:43;18;ac03 - Acidente com vítima ilesa;756,6;BR-365/MG;Oeste;Choque - Meio fio;1;;;;;;;;;;2;;;;
15/12/2020;08:24:55;51;ac03 - Acidente com vítima ilesa;627;BR-365/MG;Leste;Colisão Traseira;1;;;;1;;;;;;3;;;;
15/12/2020;19:07:02;242;ac02 - Acidente com vítima;148,8;BR-364/GO;Oeste;Capotamento;1;;;;;;;;;;2;2;;;
16/12/2020;08:21:58;73;ac03 - Acidente com vítima ilesa;734;BR-365/MG;Leste;Capotamento;1;;;;;;;;;;5;;;;
17/12/2020;07:32:40;58;ac02 - Acidente com vítima;824;BR-365/MG;Oeste;Tombamento;;;1;;;;;;;;0;1;;;
17/12/2020;11:14:55;141;ac03 - Acidente com vítima ilesa;706;BR-365/MG;Oeste;Colisão Traseira;1;;1;;;;;;;;5;;;;
17/12/2020;16:48:45;227;ac03 - Acidente com vítima ilesa;754;BR-365/MG;Leste;Engavetamento;1;;1;;;;;;;1;4;;;;
18/12/2020;19:16:32;302;ac02 - Acidente com vítima;637;BR-365/MG;Leste;Colisão Traseira;3;;;;;;;;;;1;1;;;
18/12/2020;20:02:41;313;ac03 - Acidente com vítima ilesa;701;BR-365/MG;Oeste;Colisão Traseira;2;;;;;;;;;;2;;;;
19/12/2020;17:06:15;233;ac02 - Acidente com vítima;764;BR-365/MG;Leste;Capotamento;1;;;;;;;;;;0;2;;;
19/12/2020;19:43:33;262;ac02 - Acidente com vítima;673;BR-365/MG;Leste;Capotamento;1;;;;;;;;;;0;1;;;
19/12/2020;20:14:38;270;ac02 - Acidente com vítima;35,8;BR-364/GO;Oeste;Queda de Moto;;;;1;;;;;;;0;;1;;
19/12/2020;20:28:19;273;ac02 - Acidente com vítima;757;BR-365/MG;Oeste;Colisão lateral no sentido contrário;2;;;;;;;;;;0;;1;;
20/12/2020;06:01:56;42;ac03 - Acidente com vítima ilesa;635;BR-365/MG;Leste;Capotamento;1;;;;;;;;;;2;;;;
